tool_name,route,category,registry_status,indexable,sitemap_included,navigation_discoverable,category_discoverable,search_discoverable,functional_status,verification_status,tested_inputs,expected_output,actual_output,output_verified,desktop_status,mobile_status,accessibility_status,privacy_model,external_dependencies,known_limitations,gsc_impressions,gsc_clicks,gsc_position,demand_status,correctness_score,demand_score,differentiation_score,strategic_fit_score,maintainability_score,total_score,recommendation,highest_defect_severity,defect_summary,evidence,recommended_seo_action,recommended_product_action,original_defect,resolution_status,remediation_files,remediation_tests,remediation_evidence,post_remediation_recommendation,remaining_risks
PDF to JPG Converter,/convert/pdf-to-jpg,convert,live,YES,YES,YES,YES,YES,WORKING_IN_TESTED_SCOPE,PASS,"PASS; two-page PDF (320×220 pt, 420×260 pt) → two valid JPEGs at 640×440 and 840×520 (2× render); page count/order verified. output_verified=true","A readable artifact satisfying the route's stated format, dimensions, page, transparency, animation, and naming contract for the tested input","Observed and independently parsed: PASS; two-page PDF (320×220 pt, 420×260 pt) → two valid JPEGs at 640×440 and 840×520 (2× render); page count/order verified. output_verified=true",TRUE,PASS,UNVERIFIED,PARTIAL,browser-local pdfjs-dist + Canvas; text becomes pixels; forms/links lost by design; large-page memory unverified,browser-local pdfjs-dist + Canvas; text becomes pixels; forms/links lost by design; large-page memory unverified,browser-local pdfjs-dist + Canvas; text becomes pixels; forms/links lost by design; large-page memory unverified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,28,UNKNOWN,7,14,6,UNKNOWN,FLAGSHIP,,No confirmed defect in the tested scope; see known limitations and unverified gaps,"reports/audits/tool-integrity/files-images-pdf.md; tests/e2e/tool-audit/file-artifact-audit.spec.ts; PASS; two-page PDF (320×220 pt, 420×260 pt) → two valid JPEGs at 640×440 and 840×520 (2× render); page count/order verified. output_verified=true",Retain current URL/indexation; validate demand with GSC before promotion or content expansion,Retain as an initial flagship candidate and close the remaining evidence gaps before broad promotion: browser-local pdfjs-dist + Canvas; text becomes pixels; forms/links lost by design; large-page memory unverified,No confirmed defect in the tested scope; see known limitations and unverified gaps,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,FLAGSHIP,browser-local pdfjs-dist + Canvas; text becomes pixels; forms/links lost by design; large-page memory unverified
JPG to PDF Converter,/convert/jpg-to-pdf,convert,live,YES,YES,NO,YES,YES,WORKING_IN_TESTED_SCOPE,PASS,"PASS; 800×600 JPG → nonempty, readable one-page PDF parsed with pdf-lib. Page content was not independently raster-compared. output_verified=true","A readable artifact satisfying the route's stated format, dimensions, page, transparency, animation, and naming contract for the tested input","Observed and independently parsed: PASS; 800×600 JPG → nonempty, readable one-page PDF parsed with pdf-lib. Page content was not independently raster-compared. output_verified=true",TRUE,PASS,UNVERIFIED,PARTIAL,browser-local pdf-lib; page sizing/margins; batch ordering not exercised,browser-local pdf-lib; page sizing/margins; batch ordering not exercised,browser-local pdf-lib; page sizing/margins; batch ordering not exercised,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,25,UNKNOWN,5,12,7,UNKNOWN,KEEP,,No confirmed defect in the tested scope; see known limitations and unverified gaps,"reports/audits/tool-integrity/files-images-pdf.md; tests/e2e/tool-audit/file-artifact-audit.spec.ts; PASS; 800×600 JPG → nonempty, readable one-page PDF parsed with pdf-lib. Page content was not independently raster-compared. output_verified=true",Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: browser-local pdf-lib; page sizing/margins; batch ordering not exercised",No confirmed defect in the tested scope; see known limitations and unverified gaps,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,browser-local pdf-lib; page sizing/margins; batch ordering not exercised
Merge PDF,/tools/merge-pdf,tools,live,YES,YES,YES,YES,YES,WORKING_IN_TESTED_SCOPE,PASS,"PASS; one-page + two-page inputs → valid three-page PDF; page geometry sequence 300×200, 320×220, 420×260 proved order. output_verified=true","A readable artifact satisfying the route's stated format, dimensions, page, transparency, animation, and naming contract for the tested input","Observed and independently parsed: PASS; one-page + two-page inputs → valid three-page PDF; page geometry sequence 300×200, 320×220, 420×260 proved order. output_verified=true",TRUE,PASS,UNVERIFIED,PARTIAL,browser-local pdf-lib; forms/outlines/attachments/signatures/encryption unverified; signatures will not remain valid after rewrite,browser-local pdf-lib; forms/outlines/attachments/signatures/encryption unverified; signatures will not remain valid after rewrite,browser-local pdf-lib; forms/outlines/attachments/signatures/encryption unverified; signatures will not remain valid after rewrite,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,28,UNKNOWN,6,13,8,UNKNOWN,FLAGSHIP,,No confirmed defect in the tested scope; see known limitations and unverified gaps,"reports/audits/tool-integrity/files-images-pdf.md; tests/e2e/tool-audit/file-artifact-audit.spec.ts; PASS; one-page + two-page inputs → valid three-page PDF; page geometry sequence 300×200, 320×220, 420×260 proved order. output_verified=true",Retain current URL/indexation; validate demand with GSC before promotion or content expansion,Retain as an initial flagship candidate and close the remaining evidence gaps before broad promotion: browser-local pdf-lib; forms/outlines/attachments/signatures/encryption unverified; signatures will not remain valid after rewrite,No confirmed defect in the tested scope; see known limitations and unverified gaps,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,FLAGSHIP,browser-local pdf-lib; forms/outlines/attachments/signatures/encryption unverified; signatures will not remain valid after rewrite
Split PDF,/tools/split-pdf,tools,live,YES,YES,NO,YES,YES,WORKING_IN_TESTED_SCOPE,PASS,PASS; two-page input → two readable one-page PDFs preserving respective 320×220 and 420×260 geometry. output_verified=true,"A readable artifact satisfying the route's stated format, dimensions, page, transparency, animation, and naming contract for the tested input",Observed and independently parsed: PASS; two-page input → two readable one-page PDFs preserving respective 320×220 and 420×260 geometry. output_verified=true,TRUE,PASS,UNVERIFIED,PARTIAL,browser-local pdf-lib + pdfjs-dist; forms/outlines/attachments/encryption/signed inputs unverified,browser-local pdf-lib + pdfjs-dist; forms/outlines/attachments/encryption/signed inputs unverified,browser-local pdf-lib + pdfjs-dist; forms/outlines/attachments/encryption/signed inputs unverified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,27,UNKNOWN,6,12,6,UNKNOWN,KEEP,,No confirmed defect in the tested scope; see known limitations and unverified gaps,reports/audits/tool-integrity/files-images-pdf.md; tests/e2e/tool-audit/file-artifact-audit.spec.ts; PASS; two-page input → two readable one-page PDFs preserving respective 320×220 and 420×260 geometry. output_verified=true,Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: browser-local pdf-lib + pdfjs-dist; forms/outlines/attachments/encryption/signed inputs unverified",No confirmed defect in the tested scope; see known limitations and unverified gaps,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,browser-local pdf-lib + pdfjs-dist; forms/outlines/attachments/encryption/signed inputs unverified
Rotate PDF,/tools/rotate-pdf,tools,live,YES,YES,NO,YES,YES,WORKING_IN_TESTED_SCOPE,PASS,"PASS; two-page input rotated 90°; output parsed as two pages with [90,90] rotations. Existing-rotation combination inspected in source. output_verified=true","A readable artifact satisfying the route's stated format, dimensions, page, transparency, animation, and naming contract for the tested input","Observed and independently parsed: PASS; two-page input rotated 90°; output parsed as two pages with [90,90] rotations. Existing-rotation combination inspected in source. output_verified=true",TRUE,PASS,UNVERIFIED,PARTIAL,browser-local pdf-lib + pdfjs-dist; signatures/encryption unverified; thumbnail CSS rotation can overflow visually,browser-local pdf-lib + pdfjs-dist; signatures/encryption unverified; thumbnail CSS rotation can overflow visually,browser-local pdf-lib + pdfjs-dist; signatures/encryption unverified; thumbnail CSS rotation can overflow visually,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,28,UNKNOWN,5,11,6,UNKNOWN,KEEP,,No confirmed defect in the tested scope; see known limitations and unverified gaps,"reports/audits/tool-integrity/files-images-pdf.md; tests/e2e/tool-audit/file-artifact-audit.spec.ts; PASS; two-page input rotated 90°; output parsed as two pages with [90,90] rotations. Existing-rotation combination inspected in source. output_verified=true",Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: browser-local pdf-lib + pdfjs-dist; signatures/encryption unverified; thumbnail CSS rotation can overflow visually",No confirmed defect in the tested scope; see known limitations and unverified gaps,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,browser-local pdf-lib + pdfjs-dist; signatures/encryption unverified; thumbnail CSS rotation can overflow visually
PDF to Fillable PDF,/tools/pdf-to-fillable,tools,hidden,NO,NO,NO,NO,NO,WORKING_WITH_UNVERIFIED_OR_DEFECTIVE_EDGES,PARTIAL,"PARTIAL; ordinary browser placement/export passed; parsed output contained an AcroForm field inside page bounds. Rotated browser test is stale and did not reach export; Node tests fail from missing DOMMatrix, an environment issue. output_verified=true for ordinary fixture","A readable artifact satisfying the route's stated format, dimensions, page, transparency, animation, and naming contract for the tested input","Observed and independently parsed: PARTIAL; ordinary browser placement/export passed; parsed output contained an AcroForm field inside page bounds. Rotated browser test is stale and did not reach export; Node tests fail from missing DOMMatrix, an environment issue. output_verified=true for ordinary fixture",TRUE,PARTIAL,UNVERIFIED,PARTIAL,"browser-local pdf-lib + pdfjs-dist; “signature” is a text field, date is plain text; cross-reader/mobile compatibility unverified","browser-local pdf-lib + pdfjs-dist; “signature” is a text field, date is plain text; cross-reader/mobile compatibility unverified","browser-local pdf-lib + pdfjs-dist; “signature” is a text field, date is plain text; cross-reader/mobile compatibility unverified",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,21,UNKNOWN,13,7,3,UNKNOWN,HIDE,,"HIDE; no confirmed core severity; keep hidden until rotated, keyboard, touch, and cross-reader corpus passes; then consider KEEP","reports/audits/tool-integrity/files-images-pdf.md; tests/e2e/tool-audit/file-artifact-audit.spec.ts; PARTIAL; ordinary browser placement/export passed; parsed output contained an AcroForm field inside page bounds. Rotated browser test is stale and did not reach export; Node tests fail from missing DOMMatrix, an environment issue. output_verified=true for ordinary fixture","Keep the route out of promotion; any noindex, sitemap, navigation, or redirect change requires a separately approved SEO release after rotated, keyboard, touch, and cross-reader form-placement evidence is verified.","Hide from public discovery and promotion pending rotated, keyboard, touch, and cross-reader form-placement evidence; retain only a bounded review/status path and do not present the current behavior as a user-safe result.","HIDE; no confirmed core severity; keep hidden until rotated, keyboard, touch, and cross-reader corpus passes; then consider KEEP",NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,HIDE,"browser-local pdf-lib + pdfjs-dist; “signature” is a text field, date is plain text; cross-reader/mobile compatibility unverified"
Image Resizer,/tools/resize-image,tools,live,YES,YES,YES,YES,YES,CORE_DEFECT_OR_HARD_GATE,FAIL,"FAIL; JPG 800×600 → valid JPEG 400×300, but accepted GIF → PNG bytes named .gif, animation lost. output_verified=true",The accepted animated GIF remains a decodable animated GIF at the requested dimensions with matching MIME and extension,The download contained PNG bytes under a .gif filename and animation was lost,TRUE,FAIL,UNVERIFIED,PARTIAL,browser-local Canvas + JSZip; batch/sizes >4K/mobile memory unverified; “target file size” is claimed in registry copy but no target-size control exists in component,browser-local Canvas + JSZip; batch/sizes >4K/mobile memory unverified; “target file size” is claimed in registry copy but no target-size control exists in component,browser-local Canvas + JSZip; batch/sizes >4K/mobile memory unverified; “target file size” is claimed in registry copy but no target-size control exists in component,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,14,UNKNOWN,10,14,6,UNKNOWN,FIX,P1,FIX; P1; keep indexation only after GIF acceptance/claim and target-size promise are reconciled; validate MIME before naming,"reports/audits/tool-integrity/files-images-pdf.md; tests/e2e/tool-audit/file-artifact-audit.spec.ts; FAIL; JPG 800×600 → valid JPEG 400×300, but accepted GIF → PNG bytes named .gif, animation lost. output_verified=true",Do not promote; retain current URL pending repair and demand/backlink evidence; reassess indexation only through a separate approved SEO change,"Stop accepting/advertising GIF or implement a real animated-GIF resize encoder; validate magic bytes, MIME, filename extension, frame count, and animation before download",FIX; P1; keep indexation only after GIF acceptance/claim and target-size promise are reconciled; validate MIME before naming,FIXED,components/tools/ImageResizer.tsx; lib/image-remediation/raster-formats.ts,tests/p1-files-images.test.mjs; tests/e2e/tool-audit/file-artifact-audit.spec.ts,"Animated GIF is rejected before processing; JPG, PNG, WebP, and renamed-input output signatures, MIME types, extensions, and requested dimensions passed parsed-artifact tests.",KEEP with the supported static JPG/PNG/WebP contract.,GIF handling is deliberately conservative and rejects static as well as animated GIFs; browser artifact coverage is Chromium-only.
PNG to PDF Converter,/convert/png-to-pdf,convert,live,YES,YES,NO,YES,YES,WORKING_IN_TESTED_SCOPE,PASS,PASS; transparent 160×120 PNG → nonempty readable one-page PDF. Page count verified; rendered alpha appearance not independently compared. output_verified=true,"A readable artifact satisfying the route's stated format, dimensions, page, transparency, animation, and naming contract for the tested input",Observed and independently parsed: PASS; transparent 160×120 PNG → nonempty readable one-page PDF. Page count verified; rendered alpha appearance not independently compared. output_verified=true,TRUE,PASS,UNVERIFIED,PARTIAL,browser-local pdf-lib; page sizing/margins; batch ordering untested,browser-local pdf-lib; page sizing/margins; batch ordering untested,browser-local pdf-lib; page sizing/margins; batch ordering untested,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,25,UNKNOWN,5,12,7,UNKNOWN,KEEP,,No confirmed defect in the tested scope; see known limitations and unverified gaps,reports/audits/tool-integrity/files-images-pdf.md; tests/e2e/tool-audit/file-artifact-audit.spec.ts; PASS; transparent 160×120 PNG → nonempty readable one-page PDF. Page count verified; rendered alpha appearance not independently compared. output_verified=true,Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: browser-local pdf-lib; page sizing/margins; batch ordering untested",No confirmed defect in the tested scope; see known limitations and unverified gaps,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,browser-local pdf-lib; page sizing/margins; batch ordering untested
Word to PDF Converter,/convert/word-to-pdf,convert,live,YES,YES,NO,YES,YES,UNVERIFIED_END_TO_END,UNVERIFIED,UNVERIFIED; existing browser test is explicitly skipped. Source path is DOCX → Mammoth HTML → sanitized preview → html-to-pdfmake/pdfmake. Legacy .doc is accepted by UI/registry but Mammoth does not provide legacy binary DOC conversion. output_verified=false,"A readable artifact satisfying the route's stated format, dimensions, page, transparency, animation, and naming contract for the tested input",UNVERIFIED end to end: UNVERIFIED; existing browser test is explicitly skipped. Source path is DOCX → Mammoth HTML → sanitized preview → html-to-pdfmake/pdfmake. Legacy .doc is accepted by UI/registry but Mammoth does not provide legacy binary DOC conversion. output_verified=false,FALSE,PARTIAL,UNVERIFIED,PARTIAL,"browser-local mammoth, html-to-pdfmake, pdfmake, sanitizer; complex layouts/fonts/headers/footers unsupported; 30s timeout","browser-local mammoth, html-to-pdfmake, pdfmake, sanitizer; complex layouts/fonts/headers/footers unsupported; 30s timeout","browser-local mammoth, html-to-pdfmake, pdfmake, sanitizer; complex layouts/fonts/headers/footers unsupported; 30s timeout",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,15,UNKNOWN,9,11,4,UNKNOWN,FIX,P2,FIX; P2; stop advertising .doc or add a real decoder; add artifact/text/layout corpus before treating as verified,reports/audits/tool-integrity/files-images-pdf.md; tests/e2e/tool-audit/file-artifact-audit.spec.ts; UNVERIFIED; existing browser test is explicitly skipped. Source path is DOCX → Mammoth HTML → sanitized preview → html-to-pdfmake/pdfmake. Legacy .doc is accepted by UI/registry but Mammoth does not provide legacy binary DOC conversion. output_verified=false,Do not promote; retain current URL pending repair and demand/backlink evidence; reassess indexation only through a separate approved SEO change,"Repair or narrow the user-visible promise before promotion, then add an independent regression for this documented limitation: FIX; P2; stop advertising .doc or add a real decoder; add artifact/text/layout corpus before treating as verified",FIX; P2; stop advertising .doc or add a real decoder; add artifact/text/layout corpus before treating as verified,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,FIX,"browser-local mammoth, html-to-pdfmake, pdfmake, sanitizer; complex layouts/fonts/headers/footers unsupported; 30s timeout"
Word Counter,/text/word-counter,text,live,YES,YES,YES,YES,YES,WORKING_WITH_UNVERIFIED_OR_DEFECTIVE_EDGES,PARTIAL,"Input: 10,000 occurrences of café😀, two newlines, then 終わり. Expected/actual: 10,001 words and 2 paragraphs; both matched (output_verified=true). Source inspection shows character totals use JavaScript string length and average word length strips non-ASCII characters; the advertised abbreviation-aware sentence behavior is a simple boundary split. Desktop large-input interaction passed. Mobile, copy, all sentence abbreviations, and performance/memory ceilings remain unverified. Evidence: components/tools/WordCounter.tsx, integrity spec lines 37–46.",Behavior promised by the UI/copy or deterministic contract for the tested input; the evidence ledger states exact expected values where independently asserted,"Observed and independently asserted: Input: 10,000 occurrences of café😀, two newlines, then 終わり. Expected/actual: 10,001 words and 2 paragraphs; both matched (output_verified=true). Source inspection shows character totals use JavaScript string length and average word length strips non-ASCII characters; the advertised abbreviation-aware sentence behavior is a simple boundary split. Desktop large-input interaction passed. Mobile, copy, all sentence abbreviations, and performance/memory ceilings remain unverified. Evidence: components/tools/WordCounter.tsx, integrity spec lines 37–46.",TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local; no runtime upload observed,No runtime external service observed,"Large Unicode/multiline word and paragraph totals work, but “characters” are UTF-16 units and sentence/average-length claims overstate the parser.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,24,UNKNOWN,5,14,9,UNKNOWN,FIX,P2,"Large Unicode/multiline word and paragraph totals work, but “characters” are UTF-16 units and sentence/average-length claims overstate the parser.","reports/audits/tool-integrity/text-dev-time-type-play.md; tests/e2e/tool-audit/text-play-integrity.spec.ts; tests/e2e/tool-audit/time-type-smoke.spec.ts; Large Unicode/multiline word and paragraph totals work, but “characters” are UTF-16 units and sentence/average-length claims overstate the parser.",Do not promote; retain current URL pending repair and demand/backlink evidence; reassess indexation only through a separate approved SEO change,"Repair or narrow the user-visible promise before promotion, then add an independent regression for this documented limitation: Large Unicode/multiline word and paragraph totals work, but “characters” are UTF-16 units and sentence/average-length claims overstate the parser.","Large Unicode/multiline word and paragraph totals work, but “characters” are UTF-16 units and sentence/average-length claims overstate the parser.",NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,FIX,"Large Unicode/multiline word and paragraph totals work, but “characters” are UTF-16 units and sentence/average-length claims overstate the parser."
